id,reviewNumber,overallRating,date,summary,pros,cons,adviceToManagement,employeeType,position,reviewLink,workLife,culture,careerOpps,compBenefits,management
2769,empReview_1822026,2, 8 Aug 2012,Company with very limited growth potential,,,,Former Employee - Senior Software Designer,I worked at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW1822026.htm,1,1,1,1,1
2770,empReview_1820493,2, 7 Aug 2012,Employee unfriendly company.,"Work is available all the time.No buffer is maintained, you get project easily and timely.Hard work is required.Loads of Onsite opportunity available .Salary hike always happen, even in recession.Infrastructure is ok.","Bad for women employees.Majority of managers have loose characters,female employees have to degrade their character to succeed otherwise they make your life hell.Forceful night shifts and long working hours.Transfer and release from project is not easy.Awards, grades and salary hike percent all depends on buttering and caste system, Performance is not a criteria.HR dept. is of no use, all depends on managers.cab system is not upto the mark in shifts.","Please make HR department free and strong , its just a puppet in managers hand.Female employees are not safe and can't succeed and dream of long time career in Tech M.",Former Employee - Technical Associate,I worked at Tech Mahindra full-time (More than 3 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW1820493.htm,1,1,1,1,1
2771,empReview_1759085,4, 22 Jul 2012,Techmahindra is an organization to work with,very conductive environment for knowledge and skills growth,Multiple domains would have helped more growth prospects for employees and employer both.,No major comments,Current Employee - Senior Solution Designer,I have been working at Tech Mahindra full-time (More than 10 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW1759085.htm,5,4,4,3,3
2772,empReview_1810452,3, 5 Aug 2012,Good Experience as a fresher,1. TechM is good for freshers.2. We get to learn alot.3. We get to learn domain and technical knowledge both.,1. Tech Mahindra doesn't bothers about in which profile we have experience. They'll just put you where ever requirement is there.2. Tech Mahindra should work on how to promote people to next level. It should not only be dependent on experience but also work.,Profile is really important for a employee and it should be kept in mind while sending or selecting them to some different projects.,Current Employee - Technical Associate,I have been working at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW1810452.htm,3,2,3,3,2
2773,empReview_1887023,1, 26 Aug 2012,Not a great experience !!! Definite No if you are starting your career.,Lot of onsite opportunities and sometimes can be for a longer periodA complete merger with satyam can be great as satyam's client base is huge and lots of opportunities,poor process.very few projects available that can really make u an expert.too much dependency on British telecom as it is its only big customer till dateToo much of politics and if you want to be promoted you will have to anoint your manager otherwise forget about promotion.Best projects stay at Pune and you will not find good projects in Bangalore.Hikes are poor.,Techmahindra middle management is a curse to the company.There are so many frogs in the well kind of managers who are only good at politics.rethink your startegy,Former Employee - Technical Associate,I worked at Tech Mahindra full-time (More than 3 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW1887023.htm,1,4,2,3,1
2774,empReview_1800405,3, 2 Aug 2012,TechM feedback,Get onsite and learning opportunity quickly,Unable to Integrate quickly with Mahindra Satyam.,Integrate Mahindra Satyam quickly.,Former Employee - Software Engineer,I worked at Tech Mahindra full-time (More than 3 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW1800405.htm,4,4,4,3,3
2775,empReview_1795963,3, 1 Aug 2012,"Fun,Fast and Fresh","1. Great company for freshers. The ITP training is one of the most demanding in the industry. You will get trained across various technologies in the most gruesome way.2. Onsites, Its comparably easy for a fresher to get an onsite,however given if you land in a good business unit. Also most of the business is UK/Europe centric where Work Permit norms are not as stringent as H1B in US.3. Work Culture is good,lots of freshers. Hinjewadi campus is absolutely beautiful,set amidst mountains.4.Lots of fun activities and also its encouraged by management.","1.Being a telecom centric company and also telecom companies are facing the heat, your job is not secure when compared to TCS,Infy, Wipro etc.2.Lots of Marathi politics.3.Quality of mid management is awfully bad.4.HR,RMG needs to be improved big time.","Make policies more transparent. Especially if a associate completed 18 months in a project, he should be allowed to move into another project. Rotation in onsite also should be taken care of.",Former Employee - Technical Associate,I worked at Tech Mahindra full-time (More than 3 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW1795963.htm,3,3,3,3,2
2776,empReview_15036170,3, 12 May 2017,OK place to start tech career,"Some good projects, Might get to work on latest techs, decent onsite chances, overall nice people to work with","your mileage may vary, less flexibility in project rotation, less hikes",take better care of employees and they will take better care of clients,Former Employee - Software Engineer,I worked at Tech Mahindra (More than 3 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW15036170.htm,3,4,3,3,2
2777,empReview_15012638,3, 11 May 2017,Personal,Flexibility to shift locations is possible,Could have a better work atmosphere,Null,Current Employee - Junior Software Engineer,I have been working at Tech Mahindra (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW15012638.htm,4,4,4,2,4
2778,empReview_15016738,3, 11 May 2017,Donot stay long,A lot to learn if you are getting a good project,No appraisalsNo compensation,Value your resources,Current Employee - Anonymous Employee,I have been working at Tech Mahindra full-time (More than 5 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW15016738.htm,2,2,3,2,3
2779,empReview_15016962,3, 11 May 2017,Good for freshers,"Great learning experiance ,flexible work hours","No hikes for experienced persons,internal politics",Null,Current Employee - Anonymous Employee,Null,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW15016962.htm,Null,Null,Null,Null,Null
2780,empReview_15025748,3, 11 May 2017,In a nut shell,"1. Work Life Balance(Excluding some projects)2. If you do good networking, and if you are in the right spot at the right time, the you can expect some awards.3. Better onsite opportunities than the rest of Indian IT Majors.",1. HIKES = NULL2. MANAGEMENT = NIL/ NO VISION,"Filter out the old hogs, let new boiling blood flow in.",Current Employee - Senior Software Engineer,I have been working at Tech Mahindra full-time (More than 3 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW15025748.htm,3,2,3,2,1
2781,empReview_15027421,3, 11 May 2017,Same as other service based company and its good but should not stay for long.,"Campus is good, Good for tim pass, Good if you get in to cisco project","Cant trust managers, client bonus also they will give after one year in 4 parts. very less hike.",Do not lose eligible candidates. Especially who works more than you deserved.,Current Employee - Senior Software Engineer,I have been working at Tech Mahindra full-time (More than 3 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW15027421.htm,3,2,2,2,1
2782,empReview_15291122,1, 1 Jun 2017,Good for freshers,"For freshers it is just an extension of college. Once into the project, try to learn as much as possible",Salary hikes are not good. Depends on the project. In general terms not for a long term commitment.,Listen to employees. The appraisals should be industry standards. Try to invest on some research projects rather concentrating more on sercices,Former Employee - Anonymous Employee,I worked at Tech Mahindra full-time,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW15291122.htm,2,3,2,1,1
2783,empReview_15013543,2, 11 May 2017,Work wise Good but hike wise its very bad,The project TechM possess are really Good.One will get to learn many things while working in the projects.,Hikes are very bad.Dirty politics,Null,Current Employee - Software Engineer,I have been working at Tech Mahindra full-time (More than 3 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW15013543.htm,2,4,2,1,2
2784,empReview_14790334,4, 25 Apr 2017,Good company,Good pay for the work and having good corporate buddys,Handaling the client side employee they have to work for it.,Null,Current Employee - Senior Software Engineer,I have been working at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW14790334.htm,4,4,4,4,4
2785,empReview_14994640,3, 10 May 2017,satisfactory,You have suffucient time to enhance your skill.,Do not have good culture for technolgical development,Company is good for seniors and experienced guys,Current Employee - Software Engineer,I have been working at Tech Mahindra (Less than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW14994640.htm,3,3,3,3,3
2786,empReview_11681443,3, 25 Aug 2016,Good place to work for freshers,Good place to work for freshers,"less hike, ill pathetic managers",Null,Current Employee - Anonymous Employee,Null,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW11681443.htm,3,3,3,2,1
2787,empReview_11513416,5, 10 Aug 2016,Good 1,Work culture flexible good salary,Bench period for 1 test also there,Null,Current Employee - Anonymous Employee,Null,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW11513416.htm,5,4,4,4,4
2788,empReview_11516186,4, 10 Aug 2016,"Sometimes Hectic, Sometime Fun",,,Please try to listen to the employee concerns.,Current Employee - Senior Software Engineer,I have been working at Tech Mahindra full-time (More than 3 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW11516186.htm,3,3,3,3,2
2789,empReview_11517380,4, 10 Aug 2016,Good place to work,Flexible timings and On Site opportunity(based on project),On site opportunity to be given on a cyclic.,Nothing,Former Employee - Software Test Engineer,Null,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW11517380.htm,4,3,4,1,2
